,num_cases,train_accuracy,num_features,best_score,num_opinion_shards,test_accuracy,model
0,15466,0.4871971721700147,23534,,1340,0.5570209464701319,baseline
1,15466,0.6148805931545823,23534,0.5405638417104923,1340,0.5513317817429532,naive_bayes
2,15466,0.6398827485128028,23534,0.5388395551340632,1340,0.5166795965865012,bernoulli_bayes
3,15466,0.7304077937753255,23534,0.5590137080782827,1340,0.5673648823377295,logistic
4,15466,0.6655746185015949,23534,0.5579791361324252,1340,0.5702094647013188,svm
