,num_cases,train_accuracy,num_features,best_score,num_opinion_shards,test_accuracy,model
0,15466,0.579055231068757,23534,,1340,0.5570209464701319,baseline
1,15466,0.7039655702428528,23534,0.6341838303104826,1340,0.5316783035945177,naive_bayes
2,15466,0.6731222461317758,23534,0.6287529459985655,1340,0.5241789500905094,bernoulli_bayes
3,15466,0.7910646582641664,23534,0.6438159647504867,1340,0.5614171192138608,logistic
4,15466,0.7824572189773542,23534,0.6429962086279332,1340,0.5632273079906904,svm
