,num_cases,train_accuracy,num_features,best_score,num_opinion_shards,test_accuracy,model
0,15466,0.4871971721700147,23544,,1340,0.5570209464701319,baseline
1,15466,0.6179843089921545,23544,0.551426847141995,1340,0.543832428238945,naive_bayes
2,15466,0.5996206569531857,23544,0.5471161307009225,1340,0.5267649340574089,bernoulli_bayes
3,15466,0.738167083369256,23544,0.5767738598155013,1340,0.5699508663046289,logistic
4,15466,0.7334252952840762,23544,0.5769462884731442,1340,0.5702094647013188,svm
