,num_cases,train_accuracy,num_features,best_score,num_opinion_shards,test_accuracy,model
0,15466,0.579055231068757,23534,,1340,0.5570209464701319,baseline
1,15466,0.7038631007275336,23534,0.6355159340096321,1340,0.5324540987845875,naive_bayes
2,15466,0.6731222461317758,23534,0.6291628240598423,1340,0.5244375484871994,bernoulli_bayes
3,15466,0.7334767906547802,23534,0.6448406599036787,1340,0.56503749676752,logistic
4,15466,0.7823547494620351,23534,0.6429962086279332,1340,0.5632273079906904,svm
